user_id,monthly_income,age,risk_tolerance,job_industry,dependent_count,monthly_expenses,emergency_fund_ratio,spending_volatility,income_stability,savings_goal_timeline,fixed_deposit_rate,savings_account_rate,debt_to_income_ratio,fixed_deposit_allocation_percentage,savings_account_allocation_percentage
4560,5983.11,32,5.85,Energy,0,4586.01,0.38,0.19,0.79,25,3.0,0.41,0.06,68.0,32.0
4561,3394.71,45,6.22,Healthcare,2,3294.76,0.56,0.18,0.98,33,2.53,0.7,0.38,78.0,22.0
4562,7578.56,23,4.95,Services,0,3479.87,0.34,0.14,0.82,12,2.73,0.66,0.33,62.0,38.0
4563,3655.5,46,7.86,Manufacturing,0,2449.45,0.67,0.19,0.91,23,2.94,0.58,0.31,77.0,23.0
4564,5328.95,32,6.46,Finance,1,3863.12,0.46,0.17,0.99,18,2.68,0.67,0.36,73.0,27.0
4565,6187.79,25,5.62,Retail,2,4409.37,0.48,0.23,0.85,19,3.1,0.56,0.39,66.0,34.0
4566,4144.04,33,5.32,Retail,0,2828.08,0.3,0.18,0.84,31,2.55,0.48,0.04,71.0,29.0
4567,6278.7,29,6.97,Education,0,3879.33,0.44,0.24,0.83,34,2.96,0.66,0.29,75.0,25.0
4568,3156.22,38,4.59,Government,1,2312.94,0.32,0.21,1.0,13,2.71,0.55,0.21,65.0,35.0
4569,7178.18,29,2.83,Government,1,6711.6,0.17,0.18,0.93,22,3.01,0.46,0.33,62.0,38.0
4570,5021.22,23,5.61,Energy,4,4792.25,0.37,0.19,0.95,18,2.85,0.4,0.22,69.0,31.0
4571,4105.38,33,7.29,Services,0,2815.94,0.57,0.19,0.95,29,2.63,0.43,0.34,79.0,21.0
4572,4551.23,24,7.89,Retail,0,3332.05,0.39,0.21,0.81,32,2.96,0.62,0.11,77.0,23.0
4573,6213.38,36,5.34,Retail,1,4566.03,0.36,0.22,0.81,42,2.45,0.49,0.38,74.0,26.0
4574,4123.32,25,5.57,Services,0,2227.4,0.35,0.18,0.85,33,2.73,0.68,0.14,72.0,28.0
4575,3875.96,31,6.28,Energy,1,2069.23,0.74,0.19,0.79,33,2.71,0.56,0.27,72.0,28.0
4576,4667.7,36,5.1,Construction,0,3020.33,0.49,0.21,0.94,15,2.89,0.58,0.42,65.0,35.0
4577,3234.56,33,6.27,Government,3,2620.04,0.16,0.1,1.0,18,2.3,0.44,0.37,74.0,26.0
4578,7730.82,37,5.37,Technology,1,3857.71,0.32,0.23,0.95,24,2.85,0.45,0.27,70.0,30.0
4579,4150.41,40,7.02,Construction,2,4048.84,0.34,0.15,0.83,44,2.87,0.36,0.15,80.0,20.0
4580,6247.43,25,6.58,Healthcare,3,5365.98,0.29,0.19,0.93,24,2.64,0.42,0.23,74.0,26.0
4581,5314.21,34,6.72,Manufacturing,3,5484.93,0.41,0.17,0.65,35,2.74,0.44,0.25,71.0,29.0
4582,3523.2,23,5.19,Finance,1,1654.12,0.31,0.24,0.88,20,2.81,0.48,0.2,66.0,34.0
4583,4991.07,36,8.39,Healthcare,4,5560.99,0.32,0.25,0.86,23,2.99,0.7,0.22,75.0,25.0
4584,6176.0,32,6.23,Healthcare,2,4457.69,0.42,0.19,0.84,23,2.37,0.45,0.26,70.0,30.0
4585,4717.61,27,5.87,Construction,0,3660.47,0.17,0.2,0.8,20,2.79,0.63,0.22,66.0,34.0
4586,6789.67,37,4.36,Government,3,5926.93,0.1,0.2,0.92,29,2.9,0.39,0.49,69.0,31.0
4587,6532.27,44,5.35,Manufacturing,1,4996.26,0.59,0.2,0.85,13,2.93,0.45,0.19,63.0,37.0
4588,6378.37,31,5.67,Retail,0,4435.85,0.53,0.25,0.95,9,2.76,0.52,0.41,64.0,36.0
4589,4310.51,27,4.32,Energy,2,3142.29,0.46,0.35,0.95,21,2.91,0.6,0.34,63.0,37.0
4590,3380.24,36,5.06,Finance,2,2374.34,0.45,0.19,0.84,28,2.79,0.5,0.07,68.0,32.0
4591,4079.62,24,5.25,Manufacturing,3,3255.74,0.37,0.23,0.89,17,3.03,0.48,0.17,65.0,35.0
4592,5294.36,29,5.58,Manufacturing,3,3460.67,0.8,0.16,0.77,42,2.63,0.58,0.23,74.0,26.0
4593,5818.68,44,2.86,Services,1,3852.68,0.43,0.16,0.86,23,2.67,0.52,0.31,61.0,39.0
4594,2500.0,35,5.3,Healthcare,0,1450.8,0.79,0.15,1.0,24,2.89,0.36,0.15,73.0,27.0
4595,4987.83,23,4.93,Energy,2,2995.15,0.71,0.27,0.8,15,2.93,0.66,0.22,60.0,40.0
4596,5237.13,23,5.47,Healthcare,2,4373.22,0.47,0.24,0.85,29,2.9,0.54,0.27,69.0,31.0
4597,4583.68,36,7.05,Technology,0,2982.93,0.37,0.18,0.86,32,2.71,0.52,0.15,77.0,23.0
4598,6936.91,41,8.58,Education,0,4679.67,0.4,0.21,0.95,25,2.72,0.52,0.29,80.0,20.0
4599,5632.67,23,6.52,Finance,0,4054.09,0.34,0.24,1.0,26,2.8,0.36,0.17,76.0,24.0
4600,6965.29,38,3.65,Retail,2,5234.11,0.47,0.26,0.79,25,2.58,0.35,0.28,60.0,40.0
4601,4676.06,45,4.98,Manufacturing,0,2600.49,0.5,0.22,0.86,16,2.64,0.68,0.22,63.0,37.0
4602,6406.22,50,6.39,Finance,0,4358.75,0.22,0.2,0.98,35,3.09,0.47,0.26,79.0,21.0
4603,7452.6,37,6.22,Manufacturing,1,3279.14,0.79,0.27,0.71,21,2.77,0.49,0.26,63.0,37.0
4604,6967.54,39,6.98,Construction,0,4453.59,0.28,0.14,0.7,37,2.7,0.47,0.47,75.0,25.0
4605,3361.79,23,5.35,Construction,0,2442.4,0.1,0.1,0.88,14,2.68,0.52,0.41,66.0,34.0
4606,4619.49,51,4.95,Government,3,4532.18,0.39,0.26,0.91,31,2.86,0.44,0.51,70.0,30.0
4607,4482.25,30,8.13,Energy,2,3211.39,0.23,0.18,0.71,25,3.22,0.46,0.07,73.0,27.0
4608,5733.88,27,5.59,Manufacturing,1,2686.02,0.39,0.27,0.92,24,3.03,0.48,0.29,69.0,31.0
4609,6029.53,32,3.97,Technology,3,3135.36,0.41,0.3,0.86,19,2.54,0.54,0.27,60.0,40.0
4610,3741.66,47,7.71,Healthcare,0,2670.82,0.47,0.29,0.95,29,3.06,0.56,0.19,78.0,22.0
4611,5101.76,52,3.26,Healthcare,2,3762.66,0.55,0.1,0.84,28,2.63,0.5,0.45,65.0,35.0
4612,2500.0,36,1.0,Manufacturing,1,2337.5,0.25,0.24,0.68,38,2.67,0.32,0.29,54.0,46.0
4613,7162.92,42,6.65,Services,2,4374.16,0.35,0.17,0.79,29,2.71,0.6,0.39,72.0,28.0
4614,4231.44,35,6.87,Construction,1,3184.82,0.5,0.17,0.85,20,2.57,0.57,0.4,71.0,29.0
4615,5083.8,26,6.12,Education,0,4149.57,0.3,0.22,0.78,20,3.06,0.36,0.29,66.0,34.0
4616,4535.53,46,3.55,Manufacturing,2,3650.08,0.12,0.17,0.74,26,2.68,0.49,0.27,60.0,40.0
4617,6719.04,30,5.41,Retail,2,3957.3,0.49,0.24,0.81,35,2.38,0.47,0.27,70.0,30.0
4618,2500.0,47,5.08,Energy,1,2337.5,0.32,0.27,0.85,27,2.63,0.61,0.31,67.0,33.0
4619,4975.08,45,4.69,Technology,2,4824.19,0.31,0.19,0.95,32,2.84,0.57,0.45,72.0,28.0
4620,4841.27,39,7.62,Finance,1,3340.49,0.42,0.22,0.97,26,2.46,0.38,0.4,78.0,22.0
4621,4319.55,49,3.93,Energy,2,3793.75,0.4,0.18,0.7,8,2.85,0.7,0.28,53.0,47.0
4622,7589.34,52,5.97,Energy,2,6675.27,0.55,0.22,0.65,27,2.62,0.5,0.29,64.0,36.0
4623,3669.01,33,7.29,Healthcare,0,2620.32,0.21,0.27,0.7,22,3.02,0.57,0.48,67.0,33.0
4624,6157.69,28,6.07,Technology,3,4097.16,0.74,0.22,0.88,33,2.89,0.48,0.14,74.0,26.0
4625,5534.38,23,7.36,Manufacturing,3,4909.77,0.19,0.19,0.74,37,2.82,0.42,0.09,76.0,24.0
4626,6892.28,52,6.35,Construction,4,7681.45,0.34,0.27,0.9,38,2.49,0.45,0.21,77.0,23.0
4627,3999.22,31,6.14,Healthcare,2,3361.51,0.27,0.18,1.0,22,2.54,0.32,0.51,74.0,26.0
4628,3900.55,44,6.05,Services,2,3228.32,0.41,0.18,0.91,20,2.68,0.31,0.18,70.0,30.0
4629,6644.1,29,6.42,Healthcare,3,5150.6,0.4,0.17,0.93,21,2.75,0.47,0.17,72.0,28.0
4630,5637.98,47,4.92,Manufacturing,0,3155.03,0.42,0.12,0.95,23,3.11,0.43,0.33,70.0,30.0
4631,2682.59,29,3.55,Government,3,1718.4,0.44,0.16,0.9,25,2.86,0.47,0.25,65.0,35.0
4632,4191.04,25,6.93,Healthcare,0,3041.63,0.6,0.2,0.86,16,2.72,0.41,0.33,69.0,31.0
4633,5579.57,33,7.24,Healthcare,0,3503.48,0.42,0.21,0.98,24,3.1,0.7,0.43,77.0,23.0
4634,6256.65,30,5.88,Finance,0,3227.57,0.61,0.15,1.0,7,2.78,0.53,0.26,68.0,32.0
4635,3981.15,39,4.68,Construction,2,3571.77,0.14,0.17,0.6,41,2.89,0.51,0.34,66.0,34.0
4636,2500.0,34,3.16,Technology,0,1478.27,0.1,0.11,0.95,22,3.11,0.63,0.32,65.0,35.0
4637,5784.83,40,5.63,Retail,0,3263.88,0.42,0.31,0.69,20,2.94,0.7,0.22,60.0,40.0
4638,3169.52,32,3.48,Retail,2,2283.48,0.45,0.27,0.64,28,2.89,0.37,0.35,56.0,44.0
4639,2500.0,29,3.27,Manufacturing,1,1734.4,0.32,0.16,0.82,30,2.92,0.54,0.25,63.0,37.0
4640,2500.0,30,5.47,Services,3,2261.36,0.4,0.21,0.74,7,2.79,0.46,0.33,57.0,43.0
4641,6220.97,51,4.35,Manufacturing,0,3499.1,0.56,0.16,0.89,18,2.81,0.56,0.24,64.0,36.0
4642,5192.93,36,6.02,Retail,0,3900.08,0.5,0.25,0.89,35,2.48,0.52,0.43,74.0,26.0
4643,4661.52,23,5.26,Manufacturing,0,3255.71,0.35,0.23,0.88,30,2.66,0.42,0.16,70.0,30.0
4644,7083.54,30,4.59,Government,1,4663.71,0.43,0.13,1.0,14,2.79,0.6,0.22,67.0,33.0
4645,5955.99,35,2.94,Technology,1,4153.84,0.51,0.15,0.82,33,2.89,0.49,0.5,64.0,36.0
4646,7424.45,49,4.22,Services,1,4963.32,0.22,0.2,0.89,30,2.71,0.54,0.26,68.0,32.0
4647,2910.9,43,4.28,Technology,1,2102.38,0.28,0.27,0.68,17,3.28,0.59,0.31,55.0,45.0
4648,4948.17,27,3.66,Retail,3,5158.89,0.54,0.18,0.95,23,2.96,0.58,0.23,65.0,35.0
4649,2574.93,54,5.01,Manufacturing,0,1562.23,0.14,0.27,0.8,10,2.85,0.45,0.18,58.0,42.0
4650,4655.93,34,3.78,Education,1,3426.02,0.24,0.22,0.82,30,2.51,0.47,0.17,64.0,36.0
4651,4627.08,44,5.25,Technology,0,2684.36,0.22,0.16,0.82,36,2.79,0.47,0.25,72.0,28.0
4652,5939.92,25,5.86,Technology,0,4176.93,0.54,0.18,0.84,21,2.9,0.39,0.21,68.0,32.0
4653,5068.35,23,4.26,Healthcare,0,3434.52,0.24,0.23,0.91,23,2.78,0.49,0.17,65.0,35.0
4654,5935.11,23,6.14,Services,1,5111.66,0.52,0.24,0.63,27,2.77,0.55,0.27,64.0,36.0
4655,6055.16,23,3.46,Construction,1,3777.14,0.35,0.25,0.95,22,2.77,0.4,0.31,63.0,37.0
4656,8232.39,51,3.83,Technology,3,7695.43,0.67,0.21,0.78,7,2.66,0.51,0.33,54.0,46.0
4657,4527.06,36,5.33,Healthcare,3,4569.3,0.42,0.22,0.91,32,2.55,0.6,0.26,72.0,28.0
4658,3588.47,27,6.53,Services,2,2610.56,0.56,0.31,0.83,33,3.24,0.61,0.32,72.0,28.0
4659,5369.13,38,6.8,Education,0,3421.77,0.47,0.32,0.9,29,2.6,0.33,0.36,73.0,27.0
4660,3796.58,36,7.92,Energy,3,3302.25,0.33,0.2,0.8,35,2.71,0.3,0.45,78.0,22.0
4661,7222.94,39,4.94,Healthcare,2,5428.84,0.4,0.11,1.0,22,2.85,0.49,0.24,72.0,28.0
4662,4575.17,44,5.31,Government,2,3665.99,0.4,0.21,1.0,27,2.39,0.46,0.22,73.0,27.0
4663,4151.64,32,3.95,Finance,0,2978.15,0.33,0.21,1.0,18,3.11,0.38,0.38,65.0,35.0
4664,4293.03,27,3.62,Technology,2,3289.84,0.53,0.14,0.88,16,3.03,0.47,0.24,61.0,39.0
4665,6077.63,41,5.84,Healthcare,3,5039.36,0.78,0.21,0.89,13,2.5,0.44,0.32,66.0,34.0
4666,4763.38,41,4.34,Retail,2,3867.86,0.42,0.15,0.79,26,2.74,0.42,0.53,65.0,35.0
4667,4037.5,35,7.35,Healthcare,2,2955.85,0.51,0.22,0.91,24,2.99,0.42,0.2,75.0,25.0
4668,7498.03,52,3.31,Manufacturing,2,5533.8,0.48,0.23,0.76,32,2.8,0.5,0.34,62.0,38.0
4669,3715.75,31,6.23,Education,1,2289.36,0.1,0.23,0.89,10,3.0,0.3,0.32,65.0,35.0
4670,5053.35,27,3.99,Finance,3,4242.4,0.47,0.25,0.93,26,3.11,0.48,0.34,66.0,34.0
4671,5978.46,38,4.27,Manufacturing,2,4984.42,0.47,0.22,0.85,37,2.63,0.7,0.09,69.0,31.0
4672,2553.0,29,6.31,Finance,3,2067.96,0.21,0.24,0.92,24,2.89,0.58,0.21,72.0,28.0
4673,5720.39,38,4.49,Education,3,4258.51,0.13,0.26,0.9,31,2.56,0.46,0.36,68.0,32.0
4674,3417.34,28,4.73,Finance,1,2407.23,0.46,0.18,0.98,42,2.71,0.61,0.24,77.0,23.0
4675,6234.17,31,4.28,Retail,0,4299.76,0.65,0.19,0.81,34,2.81,0.64,0.31,68.0,32.0
4676,3556.02,50,8.18,Energy,0,2356.92,0.34,0.18,0.84,12,2.83,0.53,0.23,71.0,29.0
4677,6039.15,31,4.57,Government,3,6673.26,0.35,0.16,0.94,21,2.63,0.38,0.36,67.0,33.0
4678,6658.75,28,5.58,Education,1,4280.21,0.75,0.19,0.92,26,2.92,0.42,0.34,71.0,29.0
4679,6292.15,44,5.2,Healthcare,1,4394.85,0.53,0.24,0.87,23,2.51,0.41,0.47,67.0,33.0
4680,5376.97,26,5.83,Technology,1,4305.47,0.22,0.24,0.8,34,2.62,0.34,0.25,71.0,29.0
4681,4653.05,29,4.58,Technology,0,2701.24,0.29,0.12,0.66,23,3.01,0.6,0.24,61.0,39.0
4682,4135.37,39,5.2,Healthcare,2,4182.46,0.73,0.29,0.84,23,2.64,0.7,0.33,65.0,35.0
4683,7206.55,42,6.09,Education,2,5625.1,0.3,0.24,0.83,32,2.85,0.5,0.22,72.0,28.0
4684,3950.76,44,4.21,Education,0,2789.69,0.32,0.21,0.81,12,3.13,0.43,0.27,58.0,42.0
4685,3444.4,29,7.13,Education,2,2694.49,0.5,0.13,0.65,27,2.8,0.57,0.17,70.0,30.0
4686,5998.05,39,7.28,Healthcare,2,5411.66,0.36,0.14,1.0,18,3.07,0.62,0.34,77.0,23.0
4687,3805.79,31,6.41,Technology,1,2276.2,0.47,0.28,0.76,30,2.53,0.43,0.23,69.0,31.0
4688,3574.9,30,5.6,Healthcare,1,3174.17,0.44,0.25,0.79,21,2.68,0.53,0.31,64.0,36.0
4689,2834.59,44,1.01,Retail,3,2480.62,0.38,0.26,0.89,28,2.84,0.33,0.31,56.0,44.0
4690,4275.64,30,6.14,Education,1,3366.77,0.58,0.19,0.93,19,2.59,0.51,0.28,70.0,30.0
4691,4875.93,37,4.91,Education,1,3090.26,0.21,0.27,0.61,8,2.71,0.4,0.46,51.0,49.0
4692,5364.64,36,5.13,Technology,2,4401.52,0.42,0.13,0.92,26,2.83,0.53,0.39,71.0,29.0
4693,6426.96,26,2.65,Finance,3,4622.02,0.31,0.14,0.93,13,2.83,0.45,0.29,58.0,42.0
4694,5790.35,42,6.24,Construction,1,4888.91,0.65,0.25,0.82,35,2.74,0.5,0.39,73.0,27.0
4695,4713.69,39,3.33,Technology,2,2947.11,0.37,0.15,0.74,28,2.43,0.7,0.25,61.0,39.0
4696,4702.71,23,5.68,Manufacturing,1,3442.19,0.69,0.2,0.83,29,2.67,0.51,0.18,70.0,30.0
4697,5765.24,37,6.86,Retail,0,3523.47,0.34,0.11,0.84,21,2.52,0.55,0.36,72.0,28.0
4698,6908.86,28,4.8,Manufacturing,0,3411.16,0.42,0.1,0.95,23,2.78,0.48,0.17,70.0,30.0
4699,5189.47,43,7.32,Services,0,2887.75,0.56,0.15,0.9,6,2.79,0.32,0.24,69.0,31.0
4700,4296.3,23,4.38,Construction,0,2985.76,0.26,0.18,0.85,27,2.77,0.44,0.23,66.0,34.0
4701,3510.7,32,6.4,Technology,2,2360.64,0.63,0.15,0.95,14,2.61,0.45,0.01,70.0,30.0
4702,2832.19,37,3.54,Healthcare,0,1651.4,0.4,0.23,1.0,26,2.47,0.56,0.22,67.0,33.0
4703,5999.4,35,7.05,Retail,3,5360.68,0.46,0.25,0.7,15,3.09,0.54,0.38,64.0,36.0
4704,5866.97,41,6.81,Energy,4,6090.37,0.48,0.23,0.92,28,2.8,0.53,0.31,75.0,25.0
4705,5866.05,23,6.2,Construction,1,4620.6,0.39,0.14,0.86,25,2.74,0.59,0.29,72.0,28.0
4706,4807.01,48,4.91,Education,1,3412.38,0.28,0.23,0.78,13,2.79,0.38,0.37,59.0,41.0
4707,7110.4,39,3.4,Healthcare,1,5254.16,0.41,0.14,0.85,34,2.53,0.7,0.21,67.0,33.0
4708,4273.82,45,4.91,Government,2,3394.48,0.1,0.29,0.94,22,3.06,0.33,0.1,66.0,34.0
4709,6432.9,41,7.17,Finance,2,4217.65,0.2,0.2,0.95,16,2.66,0.37,0.31,73.0,27.0
4710,4941.89,34,5.69,Manufacturing,1,3685.35,0.38,0.16,0.95,32,2.78,0.54,0.27,76.0,24.0
4711,4087.47,24,3.17,Manufacturing,1,2452.57,0.63,0.2,0.62,19,2.9,0.39,0.19,52.0,48.0
4712,5888.8,30,3.81,Technology,2,5027.34,0.63,0.21,0.72,22,2.94,0.5,0.24,58.0,42.0
4713,5614.45,47,7.38,Construction,2,4470.32,0.55,0.24,0.87,36,2.8,0.43,0.41,79.0,21.0
4714,5535.46,46,6.23,Construction,2,2880.08,0.17,0.11,0.84,27,2.59,0.55,0.21,73.0,27.0
4715,5121.92,30,3.65,Finance,3,4979.96,0.45,0.17,0.96,28,2.92,0.5,0.35,68.0,32.0
4716,4943.16,23,2.85,Retail,2,3546.01,0.27,0.22,0.8,23,2.97,0.44,0.3,58.0,42.0
4717,8582.56,33,4.56,Retail,1,5565.54,0.39,0.24,0.87,18,3.03,0.5,0.41,63.0,37.0
4718,6776.38,32,2.72,Education,2,6062.89,0.54,0.36,0.69,21,2.91,0.7,0.17,50.0,50.0
4719,6084.24,33,5.27,Technology,1,4240.97,0.5,0.27,0.95,6,3.22,0.49,0.28,61.0,39.0
4720,5167.7,39,9.18,Technology,2,4401.27,0.59,0.17,0.89,29,2.83,0.36,0.55,80.0,20.0
4721,6510.74,42,3.1,Services,3,4948.57,0.19,0.29,0.9,28,2.84,0.32,0.57,62.0,38.0
4722,5776.99,42,5.22,Healthcare,0,4219.32,0.25,0.23,0.84,12,3.05,0.43,0.5,61.0,39.0
4723,5039.31,38,7.47,Technology,0,3374.92,0.63,0.27,0.79,27,3.12,0.52,0.37,72.0,28.0
4724,4544.65,23,6.62,Finance,1,3451.85,0.63,0.22,1.0,6,3.08,0.65,0.26,68.0,32.0
4725,4878.62,32,5.28,Technology,0,3084.01,0.4,0.27,0.81,41,2.78,0.59,0.22,72.0,28.0
4726,2500.0,53,5.28,Technology,2,2438.93,0.4,0.25,0.88,19,2.95,0.42,0.13,65.0,35.0
4727,5315.9,37,3.77,Finance,2,5339.57,0.58,0.23,0.87,19,3.01,0.37,0.39,61.0,39.0
4728,4267.29,37,5.1,Manufacturing,1,2016.68,0.48,0.18,0.72,29,2.81,0.48,0.26,65.0,35.0
4729,7389.0,37,5.87,Manufacturing,1,6036.07,0.49,0.18,0.95,27,2.63,0.49,0.16,74.0,26.0
4730,5029.02,38,7.16,Retail,2,3271.03,0.26,0.15,0.76,11,2.6,0.46,0.35,66.0,34.0
4731,3216.55,23,4.57,Retail,0,2254.7,0.57,0.2,0.94,24,2.88,0.56,0.48,68.0,32.0
4732,4925.18,33,5.22,Finance,2,2791.0,0.37,0.26,0.87,27,2.98,0.41,0.35,68.0,32.0
4733,3430.82,34,4.08,Retail,1,2605.21,0.19,0.23,0.83,17,2.71,0.48,0.26,60.0,40.0
4734,5710.11,45,5.84,Healthcare,2,3880.89,0.28,0.16,0.91,30,2.65,0.53,0.37,74.0,26.0
4735,5436.42,35,6.68,Finance,2,3941.09,0.31,0.25,0.93,13,2.7,0.34,0.23,68.0,32.0
4736,6436.76,23,6.44,Finance,2,4686.92,0.62,0.14,1.0,28,2.83,0.53,0.2,78.0,22.0
4737,3813.68,38,3.74,Healthcare,0,2198.76,0.3,0.22,1.0,12,2.96,0.6,0.35,62.0,38.0
4738,5051.01,28,5.72,Education,2,3511.01,0.46,0.27,0.83,20,2.87,0.58,0.11,65.0,35.0
4739,2952.47,25,4.48,Technology,2,2161.91,0.1,0.14,0.86,10,2.8,0.5,0.26,61.0,39.0
4740,6052.24,28,7.02,Manufacturing,2,4608.95,0.54,0.21,0.82,30,3.08,0.39,0.23,74.0,26.0
4741,5778.31,39,5.26,Manufacturing,0,3942.61,0.28,0.17,0.86,34,3.3,0.41,0.29,72.0,28.0
4742,5743.71,45,3.22,Healthcare,0,4802.15,0.46,0.28,0.88,37,2.8,0.48,0.24,66.0,34.0
4743,5002.43,38,5.17,Energy,3,3611.28,0.46,0.31,0.75,20,3.12,0.52,0.45,60.0,40.0
4744,5622.16,40,6.19,Manufacturing,1,4098.21,0.49,0.23,0.88,17,2.66,0.4,0.19,68.0,32.0
4745,7406.51,38,5.87,Services,2,6463.8,0.45,0.24,0.87,32,3.03,0.53,0.26,72.0,28.0
4746,4572.36,35,4.73,Manufacturing,2,3177.48,0.69,0.27,0.95,24,2.64,0.44,0.34,67.0,33.0
4747,5207.97,40,4.62,Education,2,2651.52,0.43,0.24,0.85,18,2.73,0.47,0.45,62.0,38.0
4748,3370.81,23,4.02,Energy,0,1547.45,0.74,0.16,0.85,18,2.79,0.57,0.14,62.0,38.0
4749,3697.61,35,4.91,Services,1,1740.63,0.5,0.18,0.9,24,2.42,0.3,0.35,68.0,32.0
4750,5146.72,26,4.22,Finance,0,4138.02,0.44,0.18,1.0,33,2.44,0.5,0.22,73.0,27.0
4751,6655.9,44,6.96,Education,1,5208.62,0.53,0.11,0.83,15,2.63,0.48,0.52,70.0,30.0
4752,4615.58,33,4.15,Education,3,4353.77,0.43,0.25,0.6,34,3.06,0.39,0.37,60.0,40.0
4753,4646.13,35,5.68,Construction,1,3823.55,0.47,0.14,0.74,22,2.75,0.69,0.28,66.0,34.0
4754,4389.67,23,5.58,Technology,2,3120.81,0.45,0.24,0.95,33,2.98,0.39,0.14,74.0,26.0
4755,4197.86,43,6.92,Retail,0,3568.19,0.44,0.16,0.95,22,2.47,0.58,0.3,75.0,25.0
4756,5442.46,40,7.13,Retail,3,4836.23,0.72,0.19,0.95,30,2.87,0.57,0.29,79.0,21.0
4757,2754.11,39,6.54,Education,1,1947.14,0.74,0.23,0.81,17,2.89,0.54,0.05,66.0,34.0
4758,6921.41,28,6.03,Retail,1,5793.91,0.45,0.28,0.82,27,2.61,0.39,0.23,68.0,32.0
4759,4001.87,28,3.93,Retail,2,3441.91,0.59,0.24,0.92,29,3.17,0.57,0.36,67.0,33.0
4760,6082.86,36,3.9,Healthcare,1,5242.54,0.58,0.19,1.0,9,2.55,0.43,0.36,62.0,38.0
4761,3095.0,29,4.23,Finance,1,2687.46,0.56,0.2,0.7,37,2.75,0.3,0.24,65.0,35.0
4762,6003.26,38,6.63,Construction,0,3690.06,0.48,0.14,0.85,12,3.29,0.49,0.29,68.0,32.0
4763,6007.92,23,5.61,Manufacturing,0,4017.51,0.5,0.23,0.84,32,2.61,0.51,0.2,71.0,29.0
4764,5576.3,31,6.8,Manufacturing,2,3741.12,0.49,0.2,0.73,20,2.68,0.58,0.23,67.0,33.0
4765,3508.36,49,7.0,Finance,3,2221.92,0.29,0.15,0.89,30,2.83,0.43,0.34,77.0,23.0
4766,5374.32,38,4.41,Technology,0,3943.03,0.39,0.24,0.88,27,2.53,0.68,0.25,66.0,34.0
4767,3225.42,36,5.55,Energy,2,2886.24,0.22,0.27,0.83,21,2.9,0.5,0.32,65.0,35.0
4768,4620.86,50,5.48,Manufacturing,0,2087.59,0.49,0.19,0.94,16,2.44,0.59,0.37,68.0,32.0
4769,6544.12,23,5.01,Healthcare,0,3784.33,0.46,0.17,1.0,22,2.8,0.57,0.11,71.0,29.0
4770,6195.05,28,4.7,Retail,1,4467.68,0.5,0.17,0.94,20,3.09,0.55,0.12,67.0,33.0
4771,5022.77,31,7.28,Retail,2,4009.01,0.28,0.22,0.89,26,2.93,0.62,0.23,75.0,25.0
4772,3537.79,41,5.58,Education,0,3007.12,0.54,0.14,0.84,24,2.79,0.48,0.26,69.0,31.0
4773,5968.38,42,5.52,Services,2,4206.32,0.47,0.2,0.93,17,2.74,0.56,0.21,67.0,33.0
4774,5029.07,28,4.3,Technology,0,3182.75,0.73,0.18,0.79,14,2.78,0.49,0.18,59.0,41.0
4775,2500.0,42,6.51,Manufacturing,2,2144.96,0.52,0.23,0.8,20,2.74,0.49,0.22,67.0,33.0
4776,6173.94,31,3.99,Finance,2,4556.22,0.31,0.23,0.83,23,2.88,0.44,0.23,62.0,38.0
4777,4963.65,44,6.18,Healthcare,1,3273.29,0.2,0.14,0.79,17,2.93,0.49,0.36,67.0,33.0
4778,6803.68,26,6.22,Construction,2,4827.57,0.43,0.23,0.95,27,2.83,0.64,0.2,74.0,26.0
4779,3357.09,34,4.88,Retail,0,2260.32,0.25,0.22,0.88,22,2.94,0.57,0.39,66.0,34.0
4780,2500.0,31,5.98,Government,0,1581.08,0.29,0.19,1.0,31,2.9,0.54,0.41,77.0,23.0
4781,5418.63,43,5.78,Finance,0,3891.92,0.26,0.18,0.94,26,2.55,0.44,0.35,73.0,27.0
4782,5437.35,30,5.44,Services,1,4101.5,0.31,0.18,0.95,28,2.33,0.44,0.16,73.0,27.0
4783,2500.0,34,5.52,Healthcare,0,1000.0,0.62,0.19,1.0,19,2.83,0.42,0.22,71.0,29.0
4784,3532.25,39,5.59,Manufacturing,1,1845.01,0.25,0.15,0.85,34,2.71,0.63,0.37,73.0,27.0
4785,9132.83,39,5.69,Services,0,5479.0,0.34,0.17,0.85,26,2.84,0.59,0.46,70.0,30.0
4786,4541.58,42,5.59,Technology,0,3397.11,0.19,0.21,0.83,34,3.13,0.35,0.12,72.0,28.0
4787,6096.44,36,3.84,Technology,3,4635.01,0.14,0.17,0.74,31,2.75,0.6,0.38,63.0,37.0
4788,4024.01,31,5.27,Energy,2,3319.61,0.36,0.24,0.81,22,2.86,0.62,0.21,64.0,36.0
4789,2500.0,32,5.9,Energy,0,1774.62,0.43,0.19,0.82,19,2.63,0.52,0.13,66.0,34.0
4790,4744.61,35,5.65,Government,2,4008.4,0.23,0.18,0.73,24,2.9,0.66,0.37,65.0,35.0
4791,4601.59,36,6.93,Finance,2,3286.96,0.17,0.22,0.72,21,2.64,0.4,0.16,67.0,33.0
4792,4400.18,33,6.43,Manufacturing,0,2354.94,0.12,0.18,0.84,18,3.0,0.52,0.16,69.0,31.0
